chain_id,rpc_id,url
1,,https://eth.llamarpc.com
1,,https://endpoints.omniatech.io/v1/eth/mainnet/public
1,,https://rpc.ankr.com/eth
1,,https://eth-mainnet.nodereal.io/v1/1659dfb40aa24bbb8153a677b98064d7
1,,https://ethereum.publicnode.com
1,,https://1rpc.io/eth
1,,https://rpc.builder0x69.io
1,,https://rpc.mevblocker.io
1,,https://rpc.flashbots.net
1,,https://virginia.rpc.blxrbdn.com
1,,https://uk.rpc.blxrbdn.com
1,,https://singapore.rpc.blxrbdn.com
1,,https://eth.rpc.blxrbdn.com
1,,https://cloudflare-eth.com
1,,https://eth-mainnet.public.blastapi.io
1,,https://api.securerpc.com/v1
1,,https://api.bitstack.com/v1/wNFxbiJyQsSeLrX8RRCHi7NpRxrlErZk/DjShIqLishPCTB9HiMkPHXjUM9CNM9Na/ETH/mainnet
1,,https://eth-rpc.gateway.pokt.network
1,,https://eth-mainnet-public.unifra.io
1,,https://ethereum.blockpi.network/v1/rpc/public
1,,https://rpc.payload.de
1,,https://api.zmok.io/mainnet/oaen6dy8ff6hju9k
1,,https://eth-mainnet.g.alchemy.com/v2/demo
1,,https://eth.api.onfinality.io/public
1,,https://core.gashawk.io/rpc
1,,https://mainnet.eth.cloud.ava.do
1,,https://ethereumnodelight.app.runonflux.io
1,,https://eth-mainnet.rpcfast.com?api_key=xbhWBI1Wkguk8SNMu1bvvLurPGLXmgwYeC4S6g2H7WdwFigZSmPWVZRxrskEQwIf
1,,https://main-light.eth.linkpool.io
1,,https://rpc.eth.gateway.fm
1,,https://api.mycryptoapi.com/eth
5,,https://rpc.ankr.com/eth_goerli
5,,https://endpoints.omniatech.io/v1/eth/goerli/public
5,,https://goerli.infura.io/v3/9aa3d95b3bc440fa88ea12eaa4456161
5,,https://eth-goerli.public.blastapi.io
5,,https://eth-goerli.g.alchemy.com/v2/demo
5,,https://goerli.blockpi.network/v1/rpc/public
5,,https://eth-goerli.api.onfinality.io/public
5,,https://rpc.goerli.eth.gateway.fm
5,,https://ethereum-goerli.publicnode.com
5,,https://rpc.goerli.mudit.blog
10,,https://mainnet.optimism.io
10,,https://optimism-mainnet.public.blastapi.io
10,,https://rpc.ankr.com/optimism
10,,https://1rpc.io/op
10,,https://opt-mainnet.g.alchemy.com/v2/demo
10,,https://optimism.blockpi.network/v1/rpc/public
10,,https://endpoints.omniatech.io/v1/op/mainnet/public
10,,https://optimism.api.onfinality.io/public
14,,https://flare-api.flare.network/ext/C/rpc
19,,https://songbird.towolabs.com/rpc
19,,https://songbird-api.flare.network/ext/C/rpc
19,,https://sgb.ftso.com.au/ext/bc/C/rpc
19,,https://sgb.lightft.so/rpc
19,,https://sgb-rpc.ftso.eu
20,,https://api.elastos.io/esc
20,,https://api.trinity-tech.io/esc
20,,https://api.elastos.io/eth
24,,https://rpc.kardiachain.io
25,,https://evm.cronos.org
25,,https://cronos-rpc.elk.finance
25,,https://node.croswap.com/rpc
25,,https://cronos.blockpi.network/v1/rpc/public
25,,https://cronos-evm.publicnode.com
40,,https://mainnet.telos.net/evm
40,,https://rpc1.eu.telos.net/evm
40,,https://rpc1.us.telos.net/evm
40,,https://rpc2.us.telos.net/evm
40,,https://api.kainosbp.com/evm
40,,https://rpc2.eu.telos.net/evm
40,,https://evm.teloskorea.com/evm
40,,https://rpc2.teloskorea.com/evm
40,,https://rpc01.us.telosunlimited.io/evm
40,,https://rpc02.us.telosunlimited.io/evm
50,,https://rpc.xdcrpc.com
50,,https://erpc.xinfin.network
50,,https://rpc.xinfin.network
50,,https://rpc1.xinfin.network
50,,https://rpc-xdc.icecreamswap.com
56,,https://bsc-dataseed.binance.org
56,,https://bsc-dataseed1.defibit.io
56,,https://bsc-dataseed1.ninicoin.io
56,,https://bsc-dataseed2.defibit.io
56,,https://bsc-dataseed3.defibit.io
56,,https://bsc-dataseed4.defibit.io
56,,https://bsc-dataseed2.ninicoin.io
56,,https://bsc-dataseed3.ninicoin.io
56,,https://bsc-dataseed4.ninicoin.io
56,,https://bsc-dataseed1.binance.org
56,,https://bsc-dataseed2.binance.org
56,,https://bsc-dataseed3.binance.org
56,,https://bsc-dataseed4.binance.org
56,,https://rpc-bsc.48.club
56,,https://koge-rpc-bsc.48.club
56,,https://endpoints.omniatech.io/v1/bsc/mainnet/public
56,,https://bsc-mainnet.gateway.pokt.network/v1/lb/6136201a7bad1500343e248d
56,,https://bsc-mainnet.nodereal.io/v1/64a9df0874fb4a93b9d0a3849de012d3
56,,https://rpc.ankr.com/bsc
56,,https://bscrpc.com
56,,https://bsc.rpcgator.com
56,,https://binance.nodereal.io
56,,https://bsc-mainnet.rpcfast.com?api_key=xbhWBI1Wkguk8SNMu1bvvLurPGLXmgwYeC4S6g2H7WdwFigZSmPWVZRxrskEQwIf
56,,https://nodes.vefinetwork.org/smartchain
56,,https://1rpc.io/bnb
56,,https://bsc.rpc.blxrbdn.com
56,,https://bsc.blockpi.network/v1/rpc/public
56,,https://bnb.api.onfinality.io/public
56,,https://bsc.publicnode.com
56,,https://bsc-mainnet.public.blastapi.io
56,,wss://bsc-ws-node.nariox.org
57,,https://rpc.syscoin.org
57,,https://rpc.ankr.com/syscoin
57,,wss://rpc.syscoin.org/wss
61,,https://etc.rivet.link
61,,https://etc.etcdesktop.com
61,,https://etc.mytokenpocket.vip
61,,https://besu-de.etc-network.info
61,,https://geth-de.etc-network.info
61,,https://erigon-de.etc-network.info
61,,https://besu-at.etc-network.info
61,,https://geth-at.etc-network.info
61,,https://erigon-at.etc-network.info
61,,https://rpc.etcplanets.com
61,,https://www.ethercluster.com/etc
66,,https://exchainrpc.okex.org
66,,https://okc-mainnet.gateway.pokt.network/v1/lb/6275309bea1b320039c893ff
70,,https://http-mainnet.hoosmartchain.com
70,,https://http-mainnet2.hoosmartchain.com
70,,wss://ws-mainnet.hoosmartchain.com
70,,wss://ws-mainnet2.hoosmartchain.com
82,,https://rpc.meter.io
82,,https://rpc-meter.jellypool.xyz
87,,https://rpc.novanetwork.io:9070
87,,https://dev.rpc.novanetwork.io
87,,https://connect.novanetwork.io
87,,https://0x57.redjackstudio.com
88,,https://rpc.tomochain.com
96,,https://rpc.nextsmartchain.com
96,,https://rpc.bitkubchain.io
96,,wss://wss.bitkubchain.io
100,,https://rpc.gnosischain.com
100,,https://xdai-rpc.gateway.pokt.network
100,,https://xdai-archive.blockscout.com
100,,https://rpc.gnosis.gateway.fm
100,,https://gnosis-mainnet.public.blastapi.io
100,,https://rpc.ankr.com/gnosis
100,,https://rpc.ap-southeast-1.gateway.fm/v4/gnosis/non-archival/mainnet
100,,https://gnosis.blockpi.network/v1/rpc/public
100,,https://gnosis.api.onfinality.io/public
100,,https://gnosischain-rpc.gateway.pokt.network
100,,wss://rpc.gnosischain.com/wss
106,,https://evmexplorer.velas.com/rpc
106,,https://velas-mainnet.rpcfast.com?api_key=xbhWBI1Wkguk8SNMu1bvvLurPGLXmgwYeC4S6g2H7WdwFigZSmPWVZRxrskEQwIf
106,,https://explorer.velas.com/rpc
108,,https://mainnet-rpc.thundercore.com
108,,https://mainnet-rpc.thundertoken.net
108,,https://mainnet-rpc.thundercore.io
122,,https://fuse-rpc.gateway.pokt.network
122,,https://rpc.fuse.io
122,,https://fuse-mainnet.chainstacklabs.com
122,,https://fuse.api.onfinality.io/public
128,,https://http-mainnet.hecochain.com
128,,https://http-mainnet-node.huobichain.com
128,,https://hecoapi.terminet.io/rpc
